Question,label
"A conical sand pile is being formed by pouring sand at a constant rate of 10 cubic feet per minute. If the cone always maintains a height equal to its radius at the base, how fast is the radius increasing when it reaches 5 feet?",2
Let X be a compact Hausdorff space and C(X) the ring of continuous real-valued functions on X. Prove that every maximal ideal in C(X) is of the form M_p = {f ∈ C(X) | f(p) = 0} for some p ∈ X.,7
"In a game show, contestants must guess a secret number between 1 and 100. If their guess is too high, they're told ""lower,"" and if too low, they're told ""higher."" What's the expected number of guesses needed if a contestant uses the optimal strategy?",3
"Let v⃗ = (2, -1, 3) and w⃗ = (cos θ, sin θ, 1) be two vectors in R³. If |v⃗| = √14 and |w⃗| = √3, find the maximum and minimum possible values of the dot product v⃗ · w⃗. Determine the angle θ for which these extreme values occur.",6
"A social media platform allows users to create custom emoji reactions using combinations of 5 colors and 3 shapes. If a user must choose at least 1 color and 1 shape for each emoji, what is the total number of unique emoji reactions possible?",5
"Consider a Markov chain with n states (n≥3) and transition matrix P, where p_ij = (1/2)^|i-j| for i≠j, and p_ii = 1 - Σ(p_ij) for j≠i. Calculate the determinant of P - λI, where λ = cos(2π/n) and I is the identity matrix.",6
"Consider a continuous function f: S¹ → S¹ from the circle to itself. Prove that if the degree of f is not equal to 1, then f must have a fixed point.",7
A conical sandpile is being formed by pouring sand at a constant rate of 10 cubic feet per minute. The pile always maintains a height equal to 1/3 of its base diameter. How fast is the height of the pile increasing when it is 4 feet tall?,2
"In a game show, contestants must guess a number between 1 and 100. The host provides a hint: ""The number's binary representation has more 1's than 0's."" Given this information, what percentage of possible numbers satisfy this condition?",3
"A fair six-sided die is rolled 4 times. What's the probability of getting exactly two 6's? Give your answer as a percentage, rounded to the nearest whole number.",3
"A kite-shaped quadrilateral PQRS has PQ = QR = 5 and PS = SR = 8. If the diagonals PR and QS are perpendicular, calculate the area of the kite.",1
Show that the polynomial $x^3 + 2x + 1$ is irreducible over the field $\mathbb{F}_3$.,7
"A fair six-sided die is rolled repeatedly until either a 6 appears or the sum of the rolls exceeds 12. What is the probability, expressed as a percentage, that the die rolling stops due to rolling a 6?",3
"Let G be a topological group and H a normal subgroup of G. Show that if H is open in G, then H is also closed in G.",7
"Let X be a topological space and Y be a metric space. Let f, g: X → Y be continuous functions. Define h: X → Y by h(x) = f(x) + g(x). Prove that h is continuous.",7
"A factory produces light bulbs with a 5% defect rate. If you randomly select 10 light bulbs, what is the expected number of defective bulbs in your sample?",3
Find the area of the surface generated by rotating the curve y = e^(x/2) from x = 0 to x = 2 about the x-axis.,2
"An online game matches players for duels. Each player's skill level is represented by a number from 1 to 100, uniformly distributed. Two players are randomly selected. What's the probability that the absolute difference between their skill levels is less than or equal to 10?",3
"For the matrix equation AX = B, where A = [2 -1; 1 3] and B = [4; 7], what is the value of X? A) X = [1; 2] B) X = [2; 1] C) X = [3; 1] D) X = [1; 3] E) No solution exists",6
"In a hyperbolic geometry model, two parallel lines L1 and L2 diverge at an angle θ. A third line L3 intersects both L1 and L2 at points A and B respectively, forming a right angle with L1. If the hyperbolic distance between A and B is d, and the angle of parallelism for distance d/2 is φ, express θ in terms of φ.",1
"In a social network analysis, a connection matrix C is created where C_ij represents the strength of connection between users i and j. If C_ij = 1 / (|i - j| + 1), what is the trace of C for a network with 5 users?",6
"Given a Hilbert matrix H of order n, where h_ij = 1 / (i + j - 1), express the inverse of H in terms of n and provide a closed-form expression for its determinant.",6
"In a game show, contestants spin a wheel with 20 equal sections numbered 1 to 20. They win if they get three consecutive spins where the sum of the numbers is divisible by 5. What is the expected number of spins needed to win the game?",3
"Consider a regular hexagon with side length 1. If you randomly select three distinct vertices of this hexagon, what is the expected area of the triangle formed by these three points?",5
"In a 3D coordinate system, planes P and Q are defined by equations 2x + 3y - z = 6 and x - y + 2z = 3 respectively. Find the direction vector of the line of intersection of these planes.",6
"Let X be a topological space and Y a metric space. Given continuous functions f, g: X → Y, prove that the function h: X → Y defined by h(x) = f(x) + g(x) is also continuous.",7
"How many ways can you arrange the letters of ""MISSISSIPPI"" such that no two identical letters are adjacent?",5
"In a game show, contestants spin a wheel with 20 equal sectors, 5 of which are red, 7 are blue, and 8 are green. The wheel is spun repeatedly until either red appears twice or blue appears three times, whichever occurs first. Calculate the expected number of spins needed to end the game.",3
"Given a finite group G, prove that the number of conjugacy classes of G is equal to the number of irreducible representations of G over the complex numbers.",7
"The lifetime of a certain electronic component is modeled by a Weibull distribution with probability density function h(t) = (k/λ) * (t/λ)^(k-1) * e^(-(t/λ)^k), where k > 0 is the shape parameter and λ > 0 is the scale parameter. Find the probability density function of Y = T^(1/k).",3
A deck of 52 cards contains 13 cards of each suit. How many ways are there to select 7 cards such that the product of the number of cards from each suit equals 210?,5
"Given n particles on a unit circle, each with mass mi and angular position θi (in radians), find the configuration that maximizes the moment of inertia I = ∑(i=1 to n) mi(sin²θi + cos²θi), subject to the constraint ∑(i=1 to n) mi = 1.",2
"For a $6 \times 6$ matrix $E$ where $e_{ij} = \min(i,j) \cdot \max(i,j)$, find the sum of all elements on the main diagonal.",6
An inflatable sphere expands such that its radius r (in centimeters) at time t (in seconds) is given by r = √(2t + 1). What is the rate of change of the sphere's surface area when its volume is 36π cubic centimeters?,2
"A right circular cone has a height of 12 cm and a base radius of 5 cm. The lateral surface area of this cone, in square centimeters, is _____.",1
Consider the set of all positive integers less than or equal to 1000. What percentage of these numbers have exactly three distinct prime factors?,4
"Let P be a 3x3 projection matrix onto a plane. If tr(P) = 2 and det(P) = 0, how many possible values are there for the rank of P?",6
"Given a continuous function f: [0,1] → R, define g(x) = sup{f(t) : 0 ≤ t ≤ x}. Demonstrate that g is also continuous on [0,1].",7
"In a 3D coordinate system, a plane is defined by the equation 2x - 3y + z = 6. Find a vector normal to this plane and two linearly independent vectors that lie in the plane.",6
A regular hexagon ABCDEF is inscribed in a circle with radius 1. Point P is chosen randomly on the circumference of the circle. What is the probability that P lies on an arc subtended by one of the sides of the hexagon? Express your answer as a decimal rounded to three places.,1
"Let m(x,y) = (x^2 + y^2) ln(x^2 + y^2) for (x,y) ≠ (0,0), and m(0,0) = 0. Determine if m is differentiable at the origin, and if so, find its partial derivatives at (0,0).",2
The product of three consecutive integers is 3360. How many of its factors are perfect squares?,4
"In a quantum system, a density matrix ρ is defined as ρ = ∑pk|ψk⟩⟨ψk|, where pk are probabilities and |ψk⟩ are normalized state vectors. If ρ is a 3×3 matrix with eigenvalues {1/2, 1/3, 1/6}, what is the von Neumann entropy of the system?",6
Consider the ring Z[i] of Gaussian integers. Show that the ideal generated by 2+i is a maximal ideal in Z[i].,7
Define g(x) as the greatest common divisor of x and x+1. What is the largest value of g(x) for any positive integer x less than or equal to 500?,4
"In a game show, contestants spin a wheel numbered from 1 to 100. Let [x] denote the greatest integer not exceeding x. A spin is ""lucky"" if [√x] is odd. What is the expected value of the number of spins needed to get a lucky spin?",3
"A local library has 25 unique books numbered from 1 to 25. Three students want to borrow some books, with each student getting at least one. However, no student can borrow two books with numbers that differ by a multiple of 3. In how many ways can the librarian distribute the books?",5
